游戏应用ID,名称,发布日期,价格,最高同时在线人数,好评数,差评数,推荐数,支持Windows,支持Mac,支持Linux,游戏类别,玩法类型,游戏标签,评论总数,好评率,适用年龄,支持语言,媒体评价,开发商,发行商,展示图片链接,官方网站,支持邮箱,宣传视频链接
338590,白宫竞选之战,2015/1/2,14.99,33,30,19,24,1,0,0,单人游戏，多人游戏，家庭共享,独立，模拟，策略,政治模拟，独立，策略，模拟，政治，政治,49,61.22%,0,['英语'],“这是一场笑声。”华盛顿邮报,埃弗西姆,埃弗西姆,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/338590/header.jpg?t=1485890102,http://www.theraceforthewhitehouse.com,support@eversim.com,http://video.akamai.steamstatic.com/store_trailers/2036255/movie_max.mp4?t=1485889923
328430,雷克斯·涅布拉与性别扭曲器,2014/10/17,1.74,33,26,18,17,1,1,1,单人游戏，家庭共享,奇遇,冒险，指向与点击，1990年代，科幻，经典，像素图形,44,59.09%,0,['英语'],“总的来说，Rex Nebular 是一次可爱的古老冒险。艺术作品当然非常 1992 年，但这在 1992 年的游戏中没什么好批评的。重要的是，这是一个有趣的游戏 - 我发现 Rex 的许多评论以及对象和位置描述都非常诙谐，尽管不是每个人都喜欢 Rex 的那种幽默。但我做到了，这就是为什么 Rex Nebular 和 Cosmic Gender-Bender 从我这里得到 A-。91 – 只是冒险,MicroProse 软件公司,雅达利，Nightdive Studios,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/328430/header.jpg?t=1689356902,http://www.atari.com,daniel@nightdivestudios.com,http://video.akamai.steamstatic.com/store_trailers/2035013/movie_max.mp4?t=1447364256
564950,星际战斗机：重制版,2017/4/25,24.99,33,18,21,8,1,0,0,单人游戏，Steam 成就，完全控制器支持，Steam 集换式卡牌，家庭共享,动作，冒险，独立，模拟,动作，模拟，冒险，独立，太空，科幻，太空模拟，射击，外星人，潜行，TrackIR，4X,39,46.15%,0,['英语'],“如果你是一个怀旧的服务器，并且喜欢这样的游戏 Wing Commander 、Descent Freespace 或 出色的第一场比赛 星球大战 ，它只是将所有行动集中在船只之间的战斗中，这绝对是一款您必须玩的游戏，以记住太空模拟器简单易掌握的时代。”7/10 – MegaHunter游戏,MadAboutGamesStudios 公司,MadAboutGamesStudios 公司,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/564950/header.jpg?t=1702402133,https://www.MadAboutGames.com,info@MadAboutGames.com,"http://video.akamai.steamstatic.com/store_trailers/256843131/movie_max.mp4?t=1626390503,http://video.akamai.steamstatic.com/store_trailers/256783192/movie_max.mp4?t=1587830246,http://video.akamai.steamstatic.com/store_trailers/256783147/movie_max.mp4?t=1587830255,http://video.akamai.steamstatic.com/store_trailers/256783165/movie_max.mp4?t=1587830262,http://video.akamai.steamstatic.com/store_trailers/256783153/movie_max.mp4?t=1587830271"
218760,Mixcraft 8 Home Studio,2017/5/10,9.99,33,546,68,596,1,0,0,,音频制作，实用工具，视频制作,实用工具，音频制作，视频制作,614,88.93%,0,['英语'， '法语'， '意大利语'， '德语'， '西班牙语-西班牙'， '丹麦语'， '荷兰语'， '希腊语'， '匈牙利语'， '日语'， '韩语'， '挪威语'， '葡萄牙语-葡萄牙'， '俄语'， '简体中文'， '瑞典语'， '繁体中文'， '土耳其语'],“Mixcraft 是一款出色的创意工具，它将继续在许多艺术家的 PC 上找到自己的方式。”录音杂志 “丰富的功能使 Mixcraft 8，尤其是 Pro Studio 成为所有专业工程师和制作人的必备 DAW。”NoizeField “总而言之，Mixcraft 8 是我们已经衷心推荐的产品的一次有价值的更新。我们敢说这是业内最好的价值之一。表演者杂志,声学公司,声学公司,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/218760/header.jpg?t=1562008377,http://www.acoustica.com/mixcrafths/,mixcraft@acoustica.com,http://video.akamai.steamstatic.com/store_trailers/256684649/movie_max.mp4?t=1494456602
534680,海豚跃,2017/5/4,2.99,32,34,1,9,1,1,1,单人游戏，Steam 成就，完全控制器支持，Steam 集换式卡牌，Steam 云，Steam 排行榜，家庭共享,动作， 休闲， 独立， 体育,动作，独立，休闲，体育,35,97.14%,0,['英语'],“令人上瘾”的 Polygon “对已经经典的浏览器游戏的精彩更新” Jay is Games,罗金斯游戏,罗金斯游戏,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/534680/header.jpg?t=1495233546,http://rawkins.com/dolphin-up,info@rawkins.com,http://video.akamai.steamstatic.com/store_trailers/256682663/movie_max.mp4?t=1492111030
1282320,静止,2020/8/27,1.19,32,61,2,6,1,1,0,单人游戏，家庭共享,休闲，独立,休闲，独立，手绘，点击&点击，视觉小说，互动小说，黑暗，2D，漫画书，喜剧，氛围，短篇，故事丰富，心理，戏剧，女性主角，超现实主义,63,96.83%,0,['英语'， '丹麦语'， '法语'， '德语'， '日语'],“Stilstand 让我无言以对” Blue Moon Game “富有哲理、深刻且独特上演” PC 游戏 “我发现自己自始至终都被笑声和悲伤所感动” Samantha Maybe/The Convention Collective,尼拉游戏,尼拉游戏,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1282320/header.jpg?t=1636468961,,,"http://video.akamai.steamstatic.com/store_trailers/256796064/movie_max.mp4?t=1597146841,http://video.akamai.steamstatic.com/store_trailers/256785559/movie_max.mp4?t=1589826692"
845040,AegisM,2018/7/27,4.99,32,40,3,40,1,0,1,单人游戏，多人，合作，在线合作，跨平台多人游戏，Steam 成就，统计，Steam 排行榜，家庭共享,动作，独立，策略，抢先体验,塔防，多人在线，实时战术，策略，动作，3D，等角视角，抢先体验，独立，射击游戏，卡通风格，彩色，风格化，俯视，氛围，建造，阖家，逻辑，管理，军事,43,93.02%,0,['英语'],“AegisM 是一款很容易上手的游戏，但随着海浪的加剧和敌人的强大，它在快速、扩展的游戏玩法中变得令人上瘾！”BigBossBattle “激烈但令人上瘾的塔防” ETNL,Aurox Studios（奥罗克斯工作室）,Aurox Studios（奥罗克斯工作室）,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/845040/header.jpg?t=1721651616,https://www.aegis-m.com/,,http://video.akamai.steamstatic.com/store_trailers/256719981/movie_max.mp4?t=1529054017
683760,Strangers of the Power,2017/8/17,1.99,32,28,6,4,1,1,0,单人游戏，Steam 成就，完全控制器支持，Steam 云，家庭共享,休闲，独立，角色扮演,迷宫探索，团队角色扮演，日系角色扮演，女性主角，角色扮演，2D，可爱，LGBTQ+，回合制战斗，线性，控制器，休闲，像素图形，动漫，彩色，奇幻，中世纪，阖家，复古，单人,34,82.35%,0,['英语'],“这是一场很棒的比赛。它仍然有一些默认值，比如简短和线性，但它仍然值得的是价格 （2$）。如果你喜欢 RPG maker 游戏和 RPG 游戏，一般来说，你会喜欢这款游戏。7/10 – Anime Institute “2 美元游戏，您可以在其中享受动漫地牢爬行者 RPG。这个游戏相当短，但足够有趣。而这个开发商有很大的潜力。我们也期待着他们的下一个项目。Nyanco 频道,图莫·莱恩,Tuomo 的游戏,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/683760/header.jpg?t=1633417241,https://www.tuomosgames.com/strangers-of-power,tuomo.laine@hotmail.fi,http://video.akamai.steamstatic.com/store_trailers/256731896/movie_max.mp4?t=1539264133
264020,Geekbench 3,2014/3/12,14.99,32,20,12,19,1,1,1,单人游戏，Steam 成就，Steam 排行榜,公用事业,实用工具，Benchmark，软件,32,62.50%,0,['英语'],“适用于 Linux 平台的基准测试应用程序很少，甚至更少能够接近 Geekbench 3 应用程序的质量和功能。”软百科,灵长类实验室公司,灵长类实验室公司,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/264020/header.jpg?t=1447359428,http://www.primatelabs.com/geekbench/,support@primatelabs.com,http://video.akamai.steamstatic.com/store_trailers/2030968/movie_max.mp4?t=1447360432
766680,Punch Line,2019/5/23,49.99,32,45,22,43,1,0,0,单人游戏，全控制器支持，Steam Cloud，电视遥控游戏，家庭共享,冒险，角色扮演,冒险，角色扮演，动漫，色情内容，视觉小说，裸露，喜剧,67,67.16%,17,['英语'],“这款游戏的体验很愉快，我迫不及待地想看看世界是如何被拯救的。无论是否是视觉小说迷，角色、写作和独特的游戏玩法都很容易欣赏和享受。虽然球迷服务肯定在那里，但它不是游戏的重点。90 – PlayStation 生活方式“值得注意的是，Punch Line 是 Kotaro Uchikoshi 的作品，他以 Zero Escape 系列的创作者而闻名，该系列具有相同的戏剧性和具有挑战性的谜题组合。”75 – 游戏时代 “Punch Line 在所有正确的方面都是奇怪和美妙的，而它背后的黑暗情节使它变得更加有趣。”70 – 英国 Pocket Gamer,法师。公司。,PQube,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/766680/header.jpg?t=1707484796,http://pqube.co.uk/punch-line/,support@pqube.co.uk,http://video.akamai.steamstatic.com/store_trailers/256728029/movie_max.mp4?t=1547815743
1037120,Mutropolis,2021/2/18,19.99,32,166,19,130,1,1,1,单人游戏，Steam 成就，全手柄支持，家庭共享,冒险，休闲，独立,独立，冒险，侦探，指向&点击，悬疑，大气，解谜，2D，单人，第三人称，卡通，搞笑，可爱，手绘，喜剧，科幻，奇幻，复古，故事丰富，经典,185,89.73%,0,['英语'， '西班牙语 - 西班牙'， '德语'， '法语'， '意大利语'， '日语'， '韩语'， '俄语'， '简体中文'， '葡萄牙语 - 巴西'],“有时候，即使使用简单的点击系统，你也能让玩家们感到高兴。这就是 Pirita Studio 通过这款可爱的新游戏 Mutropolis 做到的。90/100 – coupleofgamer.com ， 法国 “总而言之，Mutropolis 是我作为游戏玩家和评论家遇到的最令人愉快的惊喜之一。这是您开始以“苦差事”的心情玩游戏并最终获得轻松成为近年来最好的冒险之一的情况之一。为 Pirita Studio 制作续集是个好主意，无论是续集还是全新的产品。只要有公众的相关支持，因为真的值得。85/100 – ragequit.gr，希腊 “Mutropolis 的故事给你留下了深刻的印象，它用困难但并非不可能解决的谜题挑战你，让你对角色产生依恋，并以其叙事噱头让你从头到尾发笑。[...]如果你喜欢这种类型，那你就大饱眼福了。83/100 – icrewplay.com – 意大利,Pirita Studio（皮里塔公寓）,应用系统 Heidelberg,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1037120/header.jpg?t=1685012783,https://www.piritastudio.com,support@ashgames.com,http://video.akamai.steamstatic.com/store_trailers/256743633/movie_max.mp4?t=1683294187
346470,Tennis Elbow 2013,2015/3/13,9.89,32,656,45,638,1,1,0,单人游戏，多人，玩家对战，在线玩家对战，共享/分屏玩家对战，合作，在线合作，共享/分屏合作，共享/分屏，Steam 成就，部分控制器支持，Steam 云，统计，一起远程游戏，家庭共享,模拟、运动,网球，体育，模拟，独立，多人,701,93.58%,0,['英语'， '法语'， '意大利语'， '德语'， '西班牙语 - 西班牙'， '荷兰语'， '匈牙利语'， '波兰语'， '葡萄牙语 - 葡萄牙'],“我认为我在任何其他模拟中都没有见过更接近现实的拉力赛，这说明了一切” 4.5/5 – Gameblog “总之，Tennis Elbow 2013 无疑是市场上最好的网球模拟” The Indie Shelter “历史上最好的网球游戏（你甚至不知道它的存在）” Esporte Final,法力游戏,法力游戏,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/346470/header.jpg?t=1724988663,http://www.managames.com/tennis,,"http://video.akamai.steamstatic.com/store_trailers/2036886/movie_max.mp4?t=1447368252,http://video.akamai.steamstatic.com/store_trailers/2036890/movie_max.mp4?t=1447368260"
1062830,Embr,2021/9/23,19.99,32,1511,230,1086,1,0,0,单人游戏，多人，合作，在线合作，局域网合作，跨平台多人，Steam 成就，完全控制器支持，Steam 云，家庭共享,动作，休闲，独立，模拟，策略,动作，模拟，策略，休闲，合作，多人，合作战役，欢乐，单人，独立，在线合作，第一人称，控制器，重玩价值，彩色，角色自定义，卡通风格，抢先体验，3D，风格化,1741,86.79%,0,['英语'， '法语'， '意大利语'， '德语'， '西班牙语-西班牙'， '日语'， '韩语'， '波兰语'， '葡萄牙语-巴西'， '俄语'， '简体中文'， '繁体中文'],“当我用水管打一个平民时，我不小心把他打晕了” Game Informer “所以，我又一次把他从马桶上拽了下来，然后跑了。”Kotaku “Embr 是对零工经济的野蛮三度烧伤。”石头布霰弹枪,缪斯游戏,曲线游戏,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1062830/header.jpg?t=1683890030,http://embrgame.com/,feedback@musegames.com,"http://video.akamai.steamstatic.com/store_trailers/256852833/movie_max.mp4?t=1632409465,http://video.akamai.steamstatic.com/store_trailers/256852501/movie_max.mp4?t=1632409480"
629420,超级视角,2017/9/14,0,31,39,5,25,1,1,0,单人游戏，Steam 成就，Steam 集换式卡牌，部分控制器支持,独立,独立，解谜，平台解谜，3D 平台,44,88.64%,0,['英语'],“我说还不错” {链接已删除} Adam Kovic,潇洒的箱子,潇洒的箱子,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/629420/header.jpg?t=1522870394,http://superperspective.com/,thedashingcrate@gmail.com,http://video.akamai.steamstatic.com/store_trailers/256683700/movie_max.mp4?t=1505168950
566380,极速竞技场,2017/10/25,9.99,31,30,9,5,1,0,0,单人游戏，多人，玩家对战，在线玩家对战，跟踪控制器支持，支持 VR，统计，家庭共享,独立，体育,体育，VR，独立,39,76.92%,0,['英语'， '法语'， '德语'， '日语'， '简体中文'],“我承认，虽然我绝对不是很多 VR 游戏的粉丝，但 Speedball Arena 看起来确实有很多普通的乐趣。这是大量 VR 游戏中所缺少的东西：乐趣。一位愤怒的游戏玩家“这是 VR 中的火箭联盟，有自行车和抓钩枪。如果你还不兴奋，那么让我告诉你更多。该游戏提供快速的 2 对 2 游戏和基于技能的射击。minecraftunion “有没有想过在 VR 中玩火箭联盟？TRON 怎么样？Snatchers 是我们有史以来最接近竞技虚拟现实游戏和其他游戏的游戏。镰刀战术,RR 游戏私人有限公司,RR 游戏私人有限公司,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/566380/header.jpg?t=1663120216,https://www.speedballarena.co/,cx@realityreflection.com,http://video.akamai.steamstatic.com/store_trailers/256697814/movie_max.mp4?t=1510709976
1190380,极速赛车手,2019/12/2,0.99,31,26,8,20,1,1,1,单人游戏，家庭共享,竞速,竞速，休闲，放松，喜剧，好评原声音轨，欢乐，动作，卡通风格，风格化，卡通，策略，冒险，角色自定义，模拟,34,76.47%,0,['英语'],“”一场简单的复古赛车比赛。明亮醒目的图形，多种游戏模式和许多关卡！“独自一人与道路和速度同行！”10 – 杰出的评论,Enaayah 软件开发和服务私人有限公司,Enaayah 软件开发和服务私人有限公司,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1190380/header.jpg?t=1575453672,,enaayahsoftware@gmail.com,http://video.akamai.steamstatic.com/store_trailers/256767150/movie_max.mp4?t=1574143687
2257770,非播出内容 VR,2023/3/23,24.99,31,19,14,9,1,0,0,单人游戏，Steam 成就，跟踪控制器支持，仅限 VR，提供字幕，Steam 云，家庭共享,冒险，独立，模拟,模拟，虚拟现实，反乌托邦，全动态影像，黑色喜剧，冒险，选择重要，故事丰富，政治，1980年代，多结局，单人，独立，互动小说，选择你自己的冒险，点击和点击，政治模拟，第一人称，架空历史，大气,33,57.58%,0,['英语'， '法语'， '德语'， '西班牙语 - 西班牙'， '葡萄牙语 - 巴西'， '简体中文'， '俄语'],“这是我今年玩过的最独特、最有趣的 VR 游戏之一。”上传 VR “基础游戏可以很好地转化为 VR，在 VR 耳机上的感觉显然比在平板显示器上更自在。”VR 之路,NotGames，巴巴罗加,tiny构建,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2257770/header.jpg?t=1683126600,https://www.notforbroadcastgame.com/,support@tinybuild.com,http://video.akamai.steamstatic.com/store_trailers/256937605/movie_max.mp4?t=1679673705
254860,王国领主III,2015/12/3,4.99,31,18,16,7,1,0,0,单人游戏，家庭共享,模拟，策略,策略，模拟，即时战略，中世纪,34,52.94%,0,['英语'],“Lords of the Realm III 是 Impressions 多年来制作的最新鲜、最令人满意的游戏之一，它本身就是一款出色的即时战略游戏。”8.4/10 – GameSpot,印象游戏,叛乱,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/254860/header.jpg?t=1579791576,http://www.rebellion.co.uk/,,http://video.akamai.steamstatic.com/store_trailers/2040203/movie_max.mp4?t=1449162436
267730,重击部队,2014/7/15,4.99,31,21,31,8,1,1,1,单人游戏，多人，跨平台多人，Steam 成就，Steam 集换式卡牌，家庭共享,独立，策略,策略，独立，回合战略，科幻，回合制，六角网格，战争游戏，抢先体验,52,40.38%,0,['英语'],“移动部队、包抄和超越 AI 的纯粹感觉令人上瘾。”石头布霰弹枪,Kerberos 制作公司,Kerberos 制作公司,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/267730/header.jpg?t=1667938135,http://sots-groundpounders.com/,contact@kerberos-productions.com,http://video.akamai.steamstatic.com/store_trailers/2030790/movie_max.mp4?t=1447360196
535000,EXIT,2016/12/16,4.99,31,47,3,13,1,0,0,单人游戏，Steam 成就，Steam 集换式卡牌，Steam 云，家庭共享,休闲，独立,休闲，独立，解谜，氛围，单人，动作，推箱子，3D，彩色，桌面，逻辑,50,94.00%,0,['英语'， '法语'， '意大利语'， '德语'， '西班牙语-西班牙'， '匈牙利语'， '日语'， '韩语'， '波兰语'， '葡萄牙语-葡萄牙'， '葡萄牙语-巴西'， '俄语'， '简体中文'， '土耳其语'， '乌克兰语'],“'退出是让你的弹珠锻炼一下的好方法！有趣且令人上瘾的益智游戏！The Cpt FROGGY 俱乐部,六钉,六钉,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/535000/header.jpg?t=1685122953,http://www.sixnails.com,support@sixnails.com,"http://video.akamai.steamstatic.com/store_trailers/256671501/movie_max.mp4?t=1481562122,http://video.akamai.steamstatic.com/store_trailers/256676245/movie_max.mp4?t=1481562135"
205650,福尔摩斯的遗嘱,2012/9/25,1.99,31,2689,709,2729,1,0,0,单人游戏，Steam 成就，Steam 集换式卡牌，部分控制器支持，Steam 云，家庭共享,奇遇,冒险，侦探，点击与点击，解谜，悬疑，单人，根据小说改编，调查，故事丰富，犯罪，氛围，第一人称，第三人称，密室逃脱，开放世界,3398,79.13%,0,['英语'， '德语'， '法语'， '意大利语'， '西班牙语-西班牙'， '俄语'， '波兰语'， '土耳其语'， '日语'， '韩语'， '捷克语'， '匈牙利语'， '简体中文'， '繁体中文'， '葡萄牙语-巴西'， '乌克兰语'],“传奇侦探最伟大的调查之一” 10 分中的 8 分 – GameSpot “该类型的证明” 4.5 分（满分 5 分） – Gamezebo “它与您对伟大侦探的故事所期望的一样扣人心弦” 10 分中的 8 分 – 上瘾的游戏玩家,青蛙器皿,青蛙器皿,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/205650/header.jpg?t=1689178759,http://frogwares.com/,support@frogwares.com,"http://video.akamai.steamstatic.com/store_trailers/82048/movie_max.mp4?t=1660123601,http://video.akamai.steamstatic.com/store_trailers/2030506/movie_max.mp4?t=1447359905"
215530,凡赫辛的惊奇冒险,2013/5/22,14.99,31,8104,1652,7322,1,0,0,单人游戏，多人，合作，跨平台多人，Steam 成就，完全控制器支持，Steam 集换式卡牌，Steam 云，统计，Steam 排行榜，电视远程游玩，家庭共享,动作，冒险，独立，角色扮演,角色扮演，砍杀，动作角色扮演，动作，冒险，独立，刷宝，合作，奇幻，蒸汽朋克，多人，地牢爬行游戏，单人，等距视角，黑暗奇幻，哥特式，吸血鬼，搞笑，魔法，小说改编,9756,83.07%,0,['英语'， '法语'， '德语'， '匈牙利语'， '意大利语'， '葡萄牙语 - 葡萄牙'， '西班牙语 - 西班牙'， '波兰语'， '俄语'， '捷克语'],“买这个游戏吧，亲爱的读者。你不会失望的。9/10 – Hooked Gamers “The Incredible Adventures of Van Helsing 是一款令人惊讶的迷人 ARPG，由一支才华横溢的团队出品。”8.5/10 – IGN Italia “这款 15 美元的游戏有很多内容，动作角色扮演游戏的粉丝真的应该看看它。我强烈推荐。8.5/10 – ZTGD,新核心游戏,新核心游戏,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/215530/header.jpg?t=1573827571,http://www.neocoregames.com/games/the-incredible-adventures-of-van-helsing/overview/,support@neocoregames.com,"http://video.akamai.steamstatic.com/store_trailers/2028731/movie_max.mp4?t=1447357960,http://video.akamai.steamstatic.com/store_trailers/2028701/movie_max.mp4?t=1447357914,http://video.akamai.steamstatic.com/store_trailers/2028591/movie_max.mp4?t=1447357792,http://video.akamai.steamstatic.com/store_trailers/2028732/movie_max.mp4?t=1447357960"
107100,堡垒,2011/8/16,14.99,31,35241,1696,27179,1,1,1,单人游戏，Steam 成就，完全控制器支持，Steam 集换式卡牌，Steam 云，Steam 排行榜，手机远程游玩，平板电脑远程游玩，电视远程游玩，家庭共享,动作，独立，角色扮演,好评原声音轨，独立，动作，单人，旁白，角色扮演，砍杀，故事丰富，动态旁白，等角视角，冒险，动作角色扮演游戏，奇幻，大气，多彩，后世界末日，2D，音乐，双摇杆射击，控制器,36937,95.41%,0,['英语'， '法语'， '德语'， '意大利语'， '西班牙语 - 西班牙'， '简体中文'],“这个游戏太棒了，你应该自己下载它。”9.0/10 – IGN “配乐是非凡的，世界令人叹为观止，旁白是游戏的一个绝妙的新想法。”92/100 – PC Gamer“从华丽的水彩美学到激动人心的配乐，整个游戏充满了激情的艺术性。”9/10 – 连线,超级巨人游戏,超级巨人游戏,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/107100/header.jpg?t=1670649904,https://www.supergiantgames.com/games/bastion/,info@supergiantgames.com,http://video.akamai.steamstatic.com/store_trailers/80996/movie_max.mp4?t=1532635774
516580,DYSTORIA,2017/2/20,13.39,30,47,3,37,1,0,0,单人游戏，Steam 成就，完全控制器支持，Steam 集换式卡牌，提供字幕，Steam 云，家庭共享,动作，休闲，独立，竞速，策略,动作，独立，射击，解谜，科幻，复古，休闲，好评原声音轨，竞速，策略，街机，6自由度，未来派，1980年代，探索，单人，竞技场射击，快节奏,50,94.00%,0,['英语'],“Tri-Coastal Games 不仅希望从无处不在的老派炒作中受益，而且还开发了一个相对未使用的原则，尽管与过去有着所有联系，但感觉很新鲜。”8/10 – 4Players “就视觉效果而言，”复古“是一个很难打击的目标。Dystoria 指甲用死亡射线瞄准。这是每个孩子在玩 Galaga、Arkanoid 和 Sinistar 等游戏时所想象的。73/100 – 齿轮连接,三海岸运动会,猎犬精选游戏,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/516580/header.jpg?t=1561725139,http://www.dystoria.com,info@tricoastalgames.com,"http://video.akamai.steamstatic.com/store_trailers/256721558/movie_max.mp4?t=1530427982,http://video.akamai.steamstatic.com/store_trailers/256721559/movie_max.mp4?t=1530455706,http://video.akamai.steamstatic.com/store_trailers/256700906/movie_max.mp4?t=1510553159,http://video.akamai.steamstatic.com/store_trailers/256700904/movie_max.mp4?t=1530427971"
602300,Alter Army,2018/8/6,4.99,30,24,8,19,1,0,0,单人游戏，全控制器支持，家庭共享,动作，冒险，独立,动作，独立，冒险，像素图形,32,75.00%,0,['英语'],“Alter Army 看起来非常摇滚。”PC Gamer “Vague Pixels 真的抓住了我如此痴迷的'游戏感'。”Destructoid （结构体）,模糊像素,模糊像素,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/602300/header.jpg?t=1533757362,,vaguepixels@gmail.com,http://video.akamai.steamstatic.com/store_trailers/256725031/movie_max.mp4?t=1533757358
1540350,The Fabulous Fear Machine,2023/10/4,8.99,30,340,31,358,1,1,0,单人游戏，Steam 成就，Steam 集换式卡牌，Steam 云，家庭共享,独立，模拟，策略,爆发模拟，恐怖，独立，模拟，策略，2D，剧情丰富，困难，单人，选择取向，俯视，策略角色扮演，心理恐怖，氛围，阴谋，风格化，管理，黑色幽默，反派主角，卡牌游戏,371,91.64%,0,['英语'， '德语'， '西班牙语-西班牙'， '俄语'， '简体中文'],“不用说，漫画看起来很可爱，但每张卡上的艺术，随着你的升级而慢慢显现，是非凡的，让你想把每张卡都最大化，才能看到全貌。”9/10 – Try Hard Guides “......复杂、令人上瘾，非常适合任何寻求挑战以及希望进入恐怖季节精神的人。9/10 – 数字笨蛋 “最终，这一切都结合在一起，使 The Fabulous Fear Machine 成为我今年玩过的最时尚、最有趣、最聪明的游戏之一。”9/10 – EIP 游戏,Fictiorama Studios（菲克蒂奥拉玛公寓）,AMC 游戏,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1540350/header.jpg?t=1707406854,https://games.amc.com/game/fearmachine/,games@amcnetworks.com,"http://video.akamai.steamstatic.com/store_trailers/256967893/movie_max.mp4?t=1693942803,http://video.akamai.steamstatic.com/store_trailers/256903392/movie_max.mp4?t=1693942807,http://video.akamai.steamstatic.com/store_trailers/256856916/movie_max.mp4?t=1693942811"
1675830,一千次反抗,2024/5/9,19.99,30,1091,29,1048,1,0,0,单人游戏，Steam 成就，完全控制器支持，Steam 云，家庭共享,冒险，独立,女主角，惊悚，未来主义，3D，后末日，科幻，心理恐怖，剧情丰富，视觉小说，动漫，步行模拟器，电影式，多结局，探索，叙事，氛围，悬疑，超现实，实验性，外星人,1120,97.41%,0,['英文'， '繁体中文'],“1000xRESIST 是这种媒体尚未讲述的故事的令人眼花缭乱的证明;小而雄心勃勃的团队可以创造的最佳典范;以及通往未来的门户，在这个未来，更多的电子游戏叙事有勇气和灵魂来解决它以同样精确和优雅的方式执行的想法。它只是在它所要做的每一件事上都取得了胜利。9.7/10 – 粘贴“1000xResist 在这里做得非常出色的是再现了个人层面的焦虑，并在游戏叙事的每个层面上重新构建和放大它，因为 Watcher 的旅程从一个狭小的封闭环境螺旋上升到一个毁灭性的全球奇观。”4/5 – Eurogamer “1000xResist 是讲故事的一场革命，创造了自己的复杂而丰富的小说，这些小说文笔优美，视觉效果壮观。通过巧妙地将真实的亲密时刻与鲜明的政治身份交织在一起，它以一种留下永恒影响的自信发表声明。9/10 “编辑推荐” – IGN,日落访客 斜陽過客,同路人,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1675830/header.jpg?t=1723356733,https://www.1000xresist.com/,support@fellowtraveller.games,"http://video.akamai.steamstatic.com/store_trailers/257021303/movie_max.mp4?t=1715267566,http://video.akamai.steamstatic.com/store_trailers/256976557/movie_max.mp4?t=1713286975"
1497440,COCOON,2023/9/29,24.99,30,5766,292,5344,1,0,0,单人游戏，Steam 成就，完全控制器支持，Steam 集换式卡牌，Steam 云，家庭共享,冒险，独立,冒险，解谜，探索，风格化，平台解谜，3D，独立，大气，单人，未来主义，太空，控制器，美丽，线性，精彩原声音轨，科幻，电子音乐，等角测,6058,95.18%,0,['英语'， '法语'， '意大利语'， '德语'， '西班牙语-西班牙'， '日语'， '葡萄牙语-葡萄牙'， '葡萄牙语-巴西'， '俄语'， '简体中文'， '西班牙语-拉丁美洲'， '繁体中文'， '韩语'， '土耳其语'， '波兰语'， '荷兰语'， '丹麦语'],“...准备好大吃一惊“ 5/5 – Eurogamer ”......一款令人叹为观止的近乎迷幻的解谜平台游戏。9/10 – IGN “......好得不可思议“推荐 – Polygon,几何交互,安纳普尔纳峰互动,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1497440/header.jpg?t=1719514563,,help@annapurnainteractive.com,http://video.akamai.steamstatic.com/store_trailers/256972490/movie_max.mp4?t=1696537632
